              0             0.5      1.96757383       2.0434816           0.001
   0.0367401503             0.5      1.96757383       2.0372049  0.000250533593
    0.083432642     0.501169804      1.96757383      1.99650167  0.000434885532
   0.0844606065     0.501240262      1.96757383      1.94113663  0.000326237809
   0.0852037605     0.501315444      1.96757383      1.83893513  0.000418540525
   0.0923679697     0.502340067      1.96757383      1.83893513               0
    0.148367824     0.510349152      1.96757383      1.83893513               0
     0.15846076     0.511792642      1.96757383      1.83893513               0
    0.177681198     0.514541544      1.96757383      1.75592522  0.000265551301
    0.336758831     0.541517114      1.96757383       1.6767737  0.000219213137
    0.362043733     0.546359076      1.96757383       1.6767737               0
    0.383737545     0.550513358      1.95457176       1.6767737  3.36529401e-05
    0.698278327     0.611805242      1.79207052       1.6767737  0.000379928086
    0.733892346     0.620098119       1.7073305       1.6767737  0.000175356506
    0.798946611     0.636387053       1.7073305      1.67107388  1.13561295e-05
     1.45791991     0.802135678       1.7073305      1.67107388               0
     1.76489701     0.879348264       1.7073305      1.67107388               0
      2.5577437      1.07876947       1.7073305      1.68362587  -2.5076729e-05
     4.90561317      1.66343095       1.7073305      1.68362587               0
     6.87354324      2.15348073       1.7073305      1.68362587               0
     7.65250017      2.34745494       1.7073305      1.68362587               0
     10.8940061      3.15464789       1.7073305      1.68362587               0
     17.7896987      4.87179865      1.66866409      1.68362587  7.64638668e-05
     23.7549083      6.40285481      1.66866409      1.68362587               0
     31.9006322      8.49357109       1.7073305      1.68362587 -7.64638668e-05
     40.1764279      10.5543922       1.7073305      1.68362587               0
     47.6143271      12.4065621      1.66866409      1.68362587  7.64638668e-05
     58.0023747      15.0728028      1.66866409      1.68362587               0
     64.5878779      16.7630662       1.7073305      1.68362587 -7.64638668e-05
     76.7410518      19.7894238       1.7073305      1.68362587               0
     85.3787866      21.9403742      1.66866409      1.68362587  7.64638668e-05
     99.5233875      25.5707879      1.66866409      1.68362587               0
     106.146649      27.2707426       1.7073305      1.68362587 -7.64638668e-05
     121.922079      31.1991067       1.7073305      1.68362587               0
     132.004102      33.7097107      1.66866409      1.68362587  7.64638668e-05
     149.727878      38.2587706      1.66866409      1.68362587               0
     157.225024      40.1830201       1.7073305      1.68362587 -7.64638668e-05
     176.550571       44.995427       1.7073305      1.68362587               0
     188.077251      47.8657765      1.66866409      1.68362587  7.64638668e-05
     209.324743      53.3192485      1.66866409      1.68362587               0
     217.886641      55.5167817       1.7073305      1.68362587 -7.64638668e-05
     240.726708      61.2043668       1.7073305      1.68362587               0
     253.648876      64.4222178      1.66866409      1.68362587  7.64638668e-05
     278.390384      70.7724789      1.66866409      1.68362587               0
     288.041091      73.2494705       1.7073305      1.68362587 -7.64638668e-05
     314.369956      79.8058288       1.7073305      1.68362587               0
     328.634243      83.3578913      1.66866409      1.68362587  7.64638668e-05
     356.847284      90.5991709      1.66866409      1.68362587               0
     367.573201      93.3521305       1.7073305      1.68362587 -7.64638668e-05
     397.369359      100.771907       1.7073305      1.68362587               0
     412.926477      104.645907      1.66866409      1.68362587  7.64638668e-05
     444.591764      112.773255      1.66866409      1.68362587               0
     456.370298      115.796384       1.7073305      1.68362587 -7.64638668e-05
     489.614767      124.074851       1.7073305      1.68362587               0
     506.420622       128.25981      1.66866409      1.68362587  7.64638668e-05
     541.520857      137.268786      1.66866409      1.68362587               0
      554.32795      140.555909       1.7073305      1.68362587 -7.64638668e-05
     591.003577      149.688796       1.7073305      1.68362587               0
     609.018878      154.174928      1.66866409      1.68362587  7.64638668e-05
     647.538251      164.061475      1.66866409      1.68362587               0
     661.350609      167.606614       1.7073305      1.68362587 -7.64638668e-05
     701.441695      177.590011       1.7073305      1.68362587               0
     720.631301      182.368566      1.66866409      1.68362587  7.64638668e-05
     762.555223      193.128939      1.66866409      1.68362587               0
     777.350953      196.926474       1.7073305      1.68362587 -7.64638668e-05
     820.843017      207.756776       1.7073305      1.68362587               0
     841.175313      212.819881      1.66866409      1.68362587  7.64638668e-05
     886.490234      224.450602      1.66866409      1.68362587               0
      902.24897      228.495307       1.7073305      1.68362587 -7.64638668e-05
     949.128573      240.169166       1.7073305      1.68362587               0
     970.574939      245.509695      1.66866409      1.68362587  7.64638668e-05
     1019.26821      258.007519      1.66866409      1.68362587               0
     1035.97105      262.294541       1.7073305      1.68362587 -7.64638668e-05
     1086.22567      274.808838       1.7073305      1.68362587               0
     1108.76004        280.4203      1.66866409      1.68362587  7.64638668e-05
     1160.81982      293.782186      1.66866409      1.68362587               0
     1178.44921      298.307021       1.7073305      1.68362587 -7.64638668e-05
     1232.06711      311.658835       1.7073305      1.68362587               0
     1255.66561      317.535285      1.66866409      1.68362587  7.64638668e-05
     1311.08078      331.758378      1.66866409      1.68362587               0
     1329.62038      336.516831       1.7073305      1.68362587 -7.64638668e-05
     1386.59053      350.703418       1.7073305      1.68362587               0
      1411.2312      356.839386      1.66866409      1.68362587  7.64638668e-05
     1469.99125      371.920991      1.66866409      1.68362587               0
     1489.42582      376.909151       1.7073305      1.68362587 -7.64638668e-05
     1549.73785      391.927925       1.7073305      1.68362587               0
     1575.40038      398.318353      1.66866409      1.68362587  7.64638668e-05
      1637.4954      414.255925      1.66866409      1.68362587               0
     1657.81068      419.470132       1.7073305      1.68362587 -7.64638668e-05
     1721.45477      435.318649       1.7073305      1.68362587               0
     1748.12029      441.958841      1.66866409      1.68362587  7.64638668e-05
     1813.54088      458.749967      1.66866409      1.68362587               0
     1834.72348      464.186786       1.7073305      1.68362587 -7.64638668e-05
     1901.69035      480.862733       1.7073305      1.68362587               0
     1929.34129      487.748311      1.66866409      1.68362587  7.64638668e-05
     1998.07852      505.390702      1.66866409      1.68362587               0
     2020.11586      511.046901       1.7073305      1.68362587 -7.64638668e-05
     2090.39667       528.54808       1.7073305      1.68362587               0
     2119.01659      535.674951      1.66866409      1.68362587  7.64638668e-05
     2191.06198      554.166428      1.66866409      1.68362587               0
     2213.94219      560.038962       1.7073305      1.68362587 -7.64638668e-05
     2287.52855       578.36328       1.7073305      1.68362587               0
     2317.10203      585.727607      1.66866409      1.68362587  7.64638668e-05
     2392.44748      605.066091      1.66866409      1.68362587               0
     2416.15934      611.152079       1.7073305      1.68362587 -7.64638668e-05
     2493.04324      630.297544       1.7073305      1.68362587               0
     2523.55578      637.895713      1.66866409      1.68362587  7.64638668e-05
     2602.19356      658.079221      1.66866409      1.68362587               0
     2626.72644      664.375934       1.7073305      1.68362587 -7.64638668e-05
     2706.90023      684.340641       1.7073305      1.68362587               0
     2738.33815      692.169246      1.66866409      1.68362587  7.64638668e-05
     2820.26086      713.195879      1.66866409      1.68362587               0
     2845.60467      719.700728       1.7073305      1.68362587 -7.64638668e-05
     2929.06103      740.482855       1.7073305      1.68362587               0
      2961.4114      748.538676      1.66866409      1.68362587  7.64638668e-05
     3046.61196      770.406616      1.66866409      1.68362587               0
     3072.75709      777.117136       1.7073305      1.68362587 -7.64638668e-05
     3159.48902      798.714937       1.7073305      1.68362587               0
     3192.73958      806.994923      1.66866409      1.68362587  7.64638668e-05
     3281.21119      829.702423      1.66866409      1.68362587               0
      3308.1485      836.616267       1.7073305      1.68362587 -7.64638668e-05
     3398.14926      859.028067       1.7073305      1.68362587               0
     3432.28839      867.529319      1.66866409      1.68362587  7.64638668e-05
     3524.02451      891.074704      1.66866409      1.68362587               0
     3551.74526      898.189631       1.7073305      1.68362587 -7.64638668e-05
      3645.0084       921.41382       1.7073305      1.68362587               0
     3680.02501      930.133583      1.66866409      1.68362587  7.64638668e-05
     3775.01937       954.51524      1.66866409      1.68362587               0
